Newcastle City Council Invoices over £250 paid in February 2016,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,19-Feb-16,BOB CROSBY AGENCIES LTD,6820745,Revenue,1KJK7,Fenham Childrens Centre,"6,365.31",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,19-Feb-16,BOB CROSBY AGENCIES LTD,6820991,Revenue,1KG94,Walbottle Campus,"28,254.03",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,19-Feb-16,BOB CROSBY AGENCIES LTD,6825155,Revenue,1KHE3,Central Library,"4,753.56",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,19-Feb-16,BOB CROSBY AGENCIES LTD,6826308,Revenue,1KG45,Wingrove Primary,"29,379.42",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,03-Feb-16,BOB CROSBY AGENCIES LTD,6813598,Revenue,1KFN7,Gosforth Junior High Academy,"3,818.76",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,03-Feb-16,BOB CROSBY AGENCIES LTD,6813600,Revenue,1KFC8,Gosforth Park First,"5,702.48",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,03-Feb-16,BOB CROSBY AGENCIES LTD,6813604,Revenue,1KHT2,Walker Resource Centre,"4,867.00",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,03-Feb-16,BOB CROSBY AGENCIES LTD,6813619,Revenue,1KHT4,Kenton Centre,"4,953.52",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,05-Feb-16,BOB CROSBY AGENCIES LTD,6813639,Revenue,1KFK8,Walkergate Primary,598.80,
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,05-Feb-16,BOB CROSBY AGENCIES LTD,6815196,Revenue,1KHC5,Allendale Road Cleaning,"4,128.19",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,05-Feb-16,BOB CROSBY AGENCIES LTD,6820751,Revenue,1KH92,Gosforth High,"1,353.96",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,05-Feb-16,BOB CROSBY AGENCIES LTD,6820859,Revenue,1KFS1,Walker Technology College,"5,286.05",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,10-Feb-16,BOB CROSBY AGENCIES LTD,6826497,Revenue,1KFK8,Walkergate Primary,598.80,
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,01-Feb-16,BOB CROSBY AGENCIES LTD,6815315,Revenue,1KH92,Gosforth High,"3,842.72",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,01-Feb-16,BOB CROSBY AGENCIES LTD,6816956,Revenue,1KG93,St Cuthberts RC High Academy,"21,995.28",
Environment & Regeneration,Blacksmiths                            ,Revenue Expenditure,08-Feb-16,BOB CROSBY AGENCIES LTD,6820869,Revenue,1KENB,Fleet Workshops OH,433.44,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Revenue Expenditure,26-Feb-16,BOB CROSBY AGENCIES LTD,6835008,Revenue,1KKK8,Civic Centre,"8,591.68",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Revenue Expenditure,23-Feb-16,BOB CROSBY AGENCIES LTD,6835259,Revenue,1KKK8,Civic Centre,"1,710.72",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Revenue Expenditure,23-Feb-16,BOB CROSBY AGENCIES LTD,6835262,Revenue,1KKK8,Civic Centre,"1,164.96",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Revenue Expenditure,03-Feb-16,BOB CROSBY AGENCIES LTD,6813624,Revenue,1KKK8,Civic Centre,"1,747.44",
Chief Executive's,CD - Legal Services              ,Capital Expenditure,04-Feb-16,BOND DICKINSON LLP,6819362,Capital,2DP02,Devt Capital CC,"9,788.20",
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,03-Feb-16,BOND DICKINSON LLP,6819540,Revenue,1KL0D,Asset Transfer Procurement,"51,259.60",
Chief Executive's,CD - SPAM Trading Account        ,Revenue Expenditure,05-Feb-16,BOND DICKINSON LLP,6821003,Revenue,1D508,Director of Investment & Devt,"2,214.00",
Chief Executive's,CD - Economic Development        ,Capital Expenditure,09-Feb-16,BOND DICKINSON LLP,6825441,Capital,2N401,Capital General,"9,600.00",
Children's Services,Invoice,Revenue Expenditure,23-Feb-16,BOND DICKINSON LLP,6829094,Revenue,1VP25,Safe Newcastle Programme,"4,999.00",
Children's Services,Invoice,Revenue Expenditure,22-Feb-16,BOND DICKINSON LLP,6779696,Revenue,1D508,Director of Investment & Devt,"6,211.20",
Environment & Regeneration,EEC U/Design               ,Revenue Expenditure,10-Feb-16,BOND DICKINSON LLP,6826086,Revenue,1V072,Historic Environment,"1,123.20",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BONHOMIE HOUSE CARE HOME,6824941,Revenue,1MM10,Nursing Care MH,"5,000.00",
Environment & Regeneration,Walker Activity Dome       ,Revenue Expenditure,29-Feb-16,BOOKER CASH & CARRY LTD,6844207,Revenue,1KL2D,Walker Activity Dome,599.08,
Children's Services,Schools Payment Agency                 ,Revenue Income,15-Feb-16,BOOKPOINT LTD,6829315,Revenue,4RX01,General Fund,"1,465.30",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BOWLAND LODGE,6838442,Revenue,1MG20,Residential Care OP,"1,348,657.92",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BOWLAND LODGE,6838442,Revenue,1MH20,Residential Care PD,"149,850.88",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BOWLAND LODGE,6838442,Revenue,1MK20,Residential Care LD,"37,462.72",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BOWLAND LODGE,6838442,Revenue,1MM20,Residential Care MH,"149,850.88",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BOWLAND LODGE,6838442,Revenue,1MG20,Residential Care OP,"561,940.80",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BOWLAND LODGE,6838442,Revenue,1MH20,Residential Care PD,"74,925.44",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BOWLAND LODGE,6838442,Revenue,1MM20,Residential Care MH,"149,850.88",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BRACKEN RIDGE MANOR,6824935,Revenue,1MM10,Nursing Care MH,"4,411.04",
Children's Services,Brunton First School                   ,Revenue Income,09-Feb-16,BRAKE BROS FOODSERVICE LTD,6825264,Revenue,4RX01,General Fund,"3,098.47",
Children's Services,Brunton First School                   ,Revenue Income,09-Feb-16,BRAKE BROS FOODSERVICE LTD,6825265,Revenue,4RX01,General Fund,"5,677.24",
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,12-Feb-16,BRAMBLEDOWN LANDSCAPE SERVICES LTD,6828608,Capital,2KL01,Leisure Services,"152,526.24",
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,18-Feb-16,BRAMBLEDOWN LANDSCAPE SERVICES LTD,6833191,Capital,2KL01,Leisure Services,"222,852.72",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BRAMPTON COURT,6824843,Revenue,1MG10,Nursing Care OP,"3,737,337.02",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BRAMPTON COURT,6824843,Revenue,1MG20,Residential Care OP,"245,071.28",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BRAMPTON COURT,6824843,Revenue,1MH10,Nursing Care PD,"122,535.64",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BRAMPTON COURT,6824843,Revenue,1MK10,Nursing Care LD,"183,803.46",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BRAMPTON COURT,6824981,Revenue,1MG10,Nursing Care OP,896.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,BRAMPTON COURT,6824981,Revenue,1MM10,Nursing Care MH,896.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,BRAMPTON COURT,6830790,Revenue,1MG50,Home Care-Spot Purchased OP,"9,408.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,BRAMPTON COURT,6830791,Revenue,1MK50,Supported Living LD,"2,856.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,BRAMPTON COURT,6830792,Revenue,1MG50,Home Care-Spot Purchased OP,"4,032.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,BRAMPTON COURT,6830793,Revenue,1MK50,Supported Living LD,"7,056.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,BRAMPTON COURT,6824843,Revenue,1MG10,Nursing Care OP,"183,803.46",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,BRAMPTON COURT,6824843,Revenue,1MG20,Residential Care OP,"61,267.82",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRANDON HUTCHINSON,6838012,Revenue,1MD66,CWD Care Packages,413.72,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRANDON JOHNSON,6838204,Revenue,1MD66,CWD Care Packages,363.52,
Environment & Regeneration,Cityworks East End Pool    ,Revenue Expenditure,04-Feb-16,BRENNTAG UK LTD,6717780,Revenue,1KL1D,East End Pool,675.84,
Environment & Regeneration,Cityworks East End Pool    ,Revenue Expenditure,01-Feb-16,BRENNTAG UK LTD,6817169,Revenue,1KL1D,East End Pool,675.84,
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,23-Feb-16,BRIARDENE MH,6838462,Revenue,4WX13,Ind Sector Client Loan Fund,"64,158.39",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRIARDENE MH,6838462,Revenue,1MG10,Nursing Care OP,"5,068,512.81",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRIARDENE MH,6838462,Revenue,1MG20,Residential Care OP,"1,283,167.80",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRIARDENE MH,6838501,Revenue,1MG10,Nursing Care OP,"1,792.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BRIARDENE MH,6838462,Revenue,1MG10,Nursing Care OP,"1,026,534.24",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BRIARDENE MH,6838462,Revenue,1MG20,Residential Care OP,"577,425.51",
Environment & Regeneration,Highways                               ,Revenue Expenditure,24-Feb-16,BRICK SERVICES LTD,6767739,Revenue,1KEMC,Highways,927.36,
Environment & Regeneration,Highways                               ,Revenue Expenditure,24-Feb-16,BRICK SERVICES LTD,6840424,Revenue,1KEMC,Highways,315.36,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRILAN CARE HOME,6838485,Revenue,1MM20,Residential Care MH,"8,192.00",
HRA,HRA Planning QS            ,Capital Expenditure,16-Feb-16,BRIMS CONSTRUCTION LTD,6830971,Capital,2HE01,Capital Citywide,"55,502.59",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,18-Feb-16,BRISKONA LTD,6833769,Capital,2N401,Capital General,"2,724.00",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,19-Feb-16,BRISTOL STREET - NEWCASTLE,6823302,Revenue,1KESA,Heavy Workshop Routine Repair,"1,584.24",
Environment & Regeneration,Walker Activity Dome       ,Revenue Expenditure,10-Feb-16,BRITISH BUSEN JUDO ASSOCIATION,6826187,Revenue,1KL2D,Walker Activity Dome,336.00,
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,05-Feb-16,BRITISH GAS TRADING LTD,6814236,Revenue,1DY49,Wards Building/Waygood,359.16,
HRA,HRA General             ,Revenue Expenditure,04-Feb-16,BRITISH GAS TRADING LTD,6820912,Revenue,1HE01,HRA NHD Mngmnt - Citywide,539.82,
Children's Services,Heaton Manor High School               ,Revenue Income,19-Feb-16,BRITISH TELECOM PLC,6816378,Revenue,4RX01,General Fund,542.97,
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,25-Feb-16,BRITISH TELECOM PLC,6842090,Revenue,1V204,Car Parking Infrastructure,"6,865.32",
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,24-Feb-16,BRITISH TELECOM PLC,6840833,Revenue,1V204,Car Parking Infrastructure,"1,876.70",
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,10-Feb-16,BRITISH TELECOMMUNICATIONS PLC,6826268,Revenue,1CC24,Telecoms,"9,140.18",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,02-Feb-16,BRITISH TELECOMMUNICATIONS PLC,6817170,Capital,2N401,Capital General,"27,000.00",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,BROADWAY MEDICAL CENTRE,6822942,Revenue,1ML11,PH - Smoking & Tobacco,550.12,
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,BROADWAY MEDICAL CENTRE,6822942,Revenue,1ML10,PH - Sexual health -C'ception,550.12,
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,BROADWAY MEDICAL CENTRE,6822942,Revenue,1ML03,PH - NHS Health Checks,550.12,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BROOKE HOUSE CARE HOME,6838480,Revenue,1MG10,Nursing Care OP,"4,624,006.79",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BROOKE HOUSE CARE HOME,6838480,Revenue,1MG20,Residential Care OP,"1,364,461.02",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BROOKE HOUSE CARE HOME,6838480,Revenue,1MG10,Nursing Care OP,"1,137,050.85",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BROOKE HOUSE CARE HOME,6838480,Revenue,1MG20,Residential Care OP,"606,427.12",
HRA,HRA Invest/Del             ,Revenue Expenditure,25-Feb-16,BROWN & ILLINGWORTH LTD,6789325,Revenue,1HRA8,HRA - Investment Related Expe,360.00,
HRA,HRA Invest/Del             ,Revenue Expenditure,25-Feb-16,BROWN & ILLINGWORTH LTD,6795390,Revenue,1HRA8,HRA - Investment Related Expe,360.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRUNSWICK HOUSE,6838472,Revenue,1MG10,Nursing Care OP,"189,075.64",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRUNSWICK HOUSE,6838472,Revenue,1MG20,Residential Care OP,"72,721.40",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,BRUNSWICK HOUSE,6838502,Revenue,1MG10,Nursing Care OP,"1,792.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BRUNSWICK HOUSE,6838472,Revenue,1MG10,Nursing Care OP,"58,177.12",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,BRUNSWICK HOUSE,6838472,Revenue,1MG20,Residential Care OP,"29,088.56",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,BRUNTON PARK HEALTH CENTRE,6822963,Revenue,1ML10,PH - Sexual health -C'ception,"2,718.30",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,25-Feb-16,BRUNTON PARK INDOOR BOWLING CLUB,6840651,Revenue,1KN42,Parklands Ward,450.00,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,25-Feb-16,BRUNTON PARK SCOUT GROUP,6840664,Revenue,1KN42,Parklands Ward,"1,880.00",
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,17-Feb-16,BRUSH TECHNOLOGY LTD,6826487,Revenue,1KW02,Blakelaw,"2,062.08",
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,17-Feb-16,BRUSH TECHNOLOGY LTD,6826488,Revenue,1KE69,City Centre Cleansing Dayshift,687.36,
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,29-Feb-16,BRUSH TECHNOLOGY LTD,6836645,Revenue,1KE69,City Centre Cleansing Dayshift,"1,031.04",
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,09-Feb-16,BSS (UK) NEWCASTLE,6824505,Revenue,1KVEM,Mechanical Stand Alone Works,"12,980.92",
Environment & Regeneration,Allendale Rd                           ,Revenue Income,09-Feb-16,BSS (UK) NEWCASTLE,6824505,Revenue,4RX01,General Fund,"3,245.23",
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,24-Feb-16,BSS GROUP LTD,6837111,Revenue,1KVEM,Mechanical Stand Alone Works,"2,167.20",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,25-Feb-16,BUCKSTONE MOTOR BODIES LTD,6823303,Revenue,3KES1,Fleetmaster Stores Account,"1,541.30",
Environment & Regeneration,Highways                               ,Current Assets,01-Feb-16,BUILDBASE CIVILS AND LINTELS,6750311,Revenue,4RX01,General Fund,885.60,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,09-Feb-16,BUILDING AUTOMATION SOLUTIONS LTD,6825140,Revenue,1MX01,Welford Resource Centre LD,"1,765.20",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,26-Feb-16,BUILDING FUTURES EAST,6843624,Revenue,1KN64,Walkergate Ward,"4,500.00",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,25-Feb-16,BUILDING FUTURES EAST,6840608,Revenue,1KN63,Walker Ward,"4,500.00",
Environment & Regeneration,Highways                               ,Revenue Expenditure,25-Feb-16,BUILDING FUTURES EAST,6832355,Revenue,1KS60,Youth Employment Training,540.00,
Environment & Regeneration,Highways                               ,Revenue Expenditure,16-Feb-16,BUILDING FUTURES EAST,6826421,Revenue,1KS60,Youth Employment Training,440.00,
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Expenditure,09-Feb-16,BUILDING FUTURES EAST,6823007,Revenue,1KL75,Allottments,480.00,
Chief Executive's,CD - Regional & European Prog    ,Revenue Expenditure,08-Feb-16,BUMBLE & BLOOM MEDIA,6823357,Revenue,1FN10,Policy Strat&Com-Specialists,400.00,
Adult and Culture,Adult Serv Admin Support   ,Revenue Expenditure,26-Feb-16,BUNZL CLEANING & HYGIENE SUPPLIES,6762269,Revenue,1MX06,Community Reablement,"1,823.92",
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,26-Feb-16,BUNZL CLEANING & HYGIENE SUPPLIES,6826486,Revenue,1KH92,Gosforth High,321.55,
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,26-Feb-16,BUNZL CLEANING & HYGIENE SUPPLIES,6834603,Revenue,1KKK1,Cleaning Direct O/H,"1,035.84",
Environment & Regeneration,Highways                               ,Revenue Expenditure,16-Feb-16,BURN HAULAGE (CONTRACTS) LTD,6790067,Revenue,1KEMC,Highways,571.68,
