Newcastle City Council Invoices over £250 paid in January 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MR58,Transport Function,287.61
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EJ53,High Heaton Branch Library,313.49
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HNA4,HRA Young Peoples SVS office,338.09
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HGA6,D.H - St Annes,"8,006.52"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEWD,Rothbury Terrace Depot,589.02
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DE51,John Buddle Business Village,856.99
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HTA3,HRA Furn SVS Office Newburn,869.07
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEWH,Jesmond Dene Depot,8.37
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEWJ,Other Grounds Depot,184.53
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DT17,Walker Riverside Indust Park,108.76
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FR05,City Design Asset Managmnt SLA,40.30
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EEK1,Community Family Hub - Central,"2,141.50"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1E371,Benfield Sports Partner Contrb,"2,510.26"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1E465,Willow Avenue Community C C P,361.09
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1E462,Dunstanburgh Rd Comm C C P,312.18
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1E459,Cruddas PK Early Years Centre,599.00
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1E463,Ryehill Community C C P,554.85
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EPY1,Former Play & youth Buildings,14.88
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HP93,Comm. Centres - N/B/H,793.37
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MG61,Grange Day Centre,494.30
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DT12,Brunswick Park Ind Est Units,221.28
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DZ04,Churchwalk Walker,15.50
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL2C,Gibson St,229.91
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HG3H,Graham Park Road,"1,986.63"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL7A,Newburn Activity Centre,8.37
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MH30,Supported & Other Accom PD,9.92
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FRAB,College House,25.17
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HGB5,G.H - Sheltered Housing - GEN,"16,048.62"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL1B,City Pool,"2,105.16"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DE46,i2- Byker NEC,946.98
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DE48,i8 - Lynwood NEC,"1,313.56"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DE49,i4- Quayside NEC,639.74
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DE50,i6- Charlotte Square NEC,408.70
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1E31B,PFI Full Services,"8,353.50"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EEE1,Community Family Hub - East,88.84
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EEG1,Community Family Hub - West,267.33
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EJ20,City Library Premises,"2,622.98"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EM10,Youth offending Team,80.10
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1FC40,Cee Central Team,101.41
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HP01,Comm. Centres - Citywide,636.32
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HR01,HRA Comm Areas-Citywide,10.39
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KE27,Bereavement Services Overhead,"5,529.32"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEAT,Hortic Services Overhead,19.46
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEWB,Newington Road West Depot,"3,900.43"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEWC,Condercum Road Depot,466.25
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KF08,Gosforth Civic Hall,49.07
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KKX1,Civic Centre Direct Costs,"15,057.93"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KKY2,Allendale Accomodation,"3,617.67"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KL17,Leisure Comm Building R&M,"-3,332.48"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KL1D,East End Pool,"5,258.52"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KL1E,Elswick Pool,"1,410.04"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KL2D,Walker Activity Dome,"1,048.94"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MC05,Slatyford Lane Childrens Unit,267.38
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MC06,Iona Place Childrens Unit,176.32
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MC41,Bedeburn Short Break Unit,527.90
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MG25,Connie Lewcock House OP,"1,161.44"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MG26,Byker Lodge Resource Centre OP,708.65
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MM23,Recovery & Support MH,281.22
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MM30,Beech Grove MH Resource Centre,438.34
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MW03,Capabilities,278.66
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1V073,Historic Monumnets,8.10
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1V204,Car Parking Infrastructure,331.24
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1FRAE,Shieldfield,287.64
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1VH22,Temporary Accommodation Prem,"1,392.96"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1VH07,Byker Trust Heating Costs,"105,809.75"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KL60,Parks - Premises Costs,954.83
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEWA,Newington Road East Depot,"1,992.42"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1FRA3,CSC Denton,593.14
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DF71,High Bridge Studios & Gallery,"1,467.20"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MC09,Phillipson Street,128.44
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MK21,Castle Dene Resource Centre LD,484.80
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1FRAT,Housing Advice,143.86
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HN02,HRA Lansdowne Crescent Hostel,193.13
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1FRAA,Westgate,"5,307.70"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HTPA,HRA-Palatine                 H,"2,940.07"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EA04,Heaton ASB,"1,134.89"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HJ01,HRA Sheltered HSG-Citywide,11.15
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEDU,Waste Disposal Utilities,456.70
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HGA5,D.H - Queens Court,"4,921.40"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KL41,West Denton Comm Assoc,"1,039.57"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HCSA,HRA - YHN House,"2,045.33"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1V072,Historic Environment,115.44
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DV01,1 Charlotte Square,594.01
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HGB4,G.H - OAP Bungalows - GEN,"34,099.02"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HGA3,D.H - Cruddas Park,"8,149.93"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DQ8D,S&M Great North Rd,-553.37
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HHT4,Tenancy Services WE,600.17
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KL2F,Scotswood Sport Centre,571.13
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1FRAP,Area West Regen Centre,895.71
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EJ71,Blakelaw Branch Library,708.74
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EJ75,Newburn Branch Library,240.69
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HEPS,Tenancy Services PS,60.28
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MR58,Transport Function,430.16
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EJ53,High Heaton Branch Library,269.32
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HNA4,HRA Young Peoples SVS office,335.51
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HGA6,D.H - St Annes,"8,171.43"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEWD,Rothbury Terrace Depot,305.15
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DE51,John Buddle Business Village,631.20
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HTA3,HRA Furn SVS Office Newburn,621.07
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEWH,Jesmond Dene Depot,8.10
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1KEWJ,Other Grounds Depot,167.37
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1DT17,Walker Riverside Indust Park,104.46
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1FR05,City Design Asset Managmnt SLA,39.00
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EEK1,Community Family Hub - Central,"1,825.00"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1E371,Benfield Sports Partner Contrb,"1,899.17"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1E465,Willow Avenue Community C C P,334.78
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1E462,Dunstanburgh Rd Comm C C P,267.49
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1E459,Cruddas PK Early Years Centre,483.75
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1E463,Ryehill Community C C P,477.31
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1EPY1,Former Play & youth Buildings,14.40
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1HP93,Comm. Centres - N/B/H,405.56
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6798827,Revenue,1MG61,Grange Day Centre,432.20
